Metric_ID,Unit,Economic_Owner,Formula_Class,Dependencies,Period_Rule,Source_Authority,Materiality,Status
IS_ASSET_IMPAIRMENT,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_ATTRIBUTABLE_NI,RMB_MILLION,INCOME_STATEMENT,DIFFERENCE,IS_NET_PROFIT;IS_NCI_PROFIT,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
IS_BASIC_EPS,RMB_PER_SHARE,INCOME_STATEMENT,DIVISION,IS_ATTRIBUTABLE_NI;EPS_DENOMINATOR_SHARES,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
IS_CREDIT_IMPAIRMENT,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_DILUTED_EPS,RMB_PER_SHARE,INCOME_STATEMENT,EQUALS,IS_BASIC_EPS,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
IS_FAIR_VALUE_CHANGE,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_FEE_COMMISSION_EXPENSE,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_FEE_COMMISSION_INCOME,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_FINANCE_INTEREST_INCOME,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_FINANCE_RESULT,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_FINANCIAL_BUSINESS_INTEREST_COST,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_FINANCIAL_BUSINESS_INTEREST_INCOME,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_FINANCING_INTEREST_EXPENSE,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_INCOME_TAX,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_INVESTMENT_INCOME,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_NCI_PROFIT,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_NET_PROFIT,RMB_MILLION,INCOME_STATEMENT,SIGNED_SUM,IS_PBT;IS_INCOME_TAX,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
IS_OPERATING_COST,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_OPERATING_PROFIT,RMB_MILLION,INCOME_STATEMENT,SIGNED_SUM,IS_TOTAL_REVENUE;IS_OPERATING_COST;IS_TAXES_SURCHARGES;IS_SELLING_EXPENSE;IS_ADMIN_EXPENSE;IS_RD_EXPENSE;IS_OTHER_INCOME;IS_INVESTMENT_INCOME;IS_FAIR_VALUE_CHANGE;IS_ASSET_DISPOSAL;IS_CREDIT_IMPAIRMENT;IS_ASSET_IMPAIRMENT;IS_FEE_COMMISSION_EXPENSE;IS_FINANCE_RESULT,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
IS_OPERATING_REVENUE,RMB_MILLION,INCOME_STATEMENT,SUM,SEGMENT_REVENUE_BUILDING_TECH;SEGMENT_REVENUE_INDUSTRIAL_TECH;SEGMENT_REVENUE_OTHER;SEGMENT_REVENUE_SMART_HOME;SEGMENT_REVENUE_ELIMINATIONS,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
IS_OTHER_INCOME,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_PBT,RMB_MILLION,INCOME_STATEMENT,EQUALS,IS_OPERATING_PROFIT,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
IS_RD_EXPENSE,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_SELLING_EXPENSE,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_TAXES_SURCHARGES,RMB_MILLION,INCOME_STATEMENT,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
IS_TOTAL_REVENUE,RMB_MILLION,INCOME_STATEMENT,SUM,IS_OPERATING_REVENUE;IS_FEE_COMMISSION_INCOME;IS_FINANCIAL_BUSINESS_INTEREST_INCOME,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
NOTE_ACQUISITIONS,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_CASH_EQUIVALENTS,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_CIP_ADDITIONS,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_DIVIDENDS,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_FINANCE_INTEREST_INCOME,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_FINANCING_INTEREST_EXPENSE,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_FIXED_ASSET_DEPRECIATION,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_GOODWILL,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_INTANGIBLE_AMORTIZATION,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_INTANGIBLE_ASSETS,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_LONG_TERM_DEBT,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_PPE_ADDITIONS,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_REPURCHASES,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_RESTRICTED_CASH,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_SHARE_BASED_COMPENSATION,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_SHORT_TERM_DEBT,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_TERM_DEPOSITS,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
NOTE_TOTAL_DA,RMB_MILLION,DISCLOSURE_NOTE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
PPE_AMORTIZATION,RMB_MILLION,PPE_SCHEDULE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
PPE_CAPEX,RMB_MILLION,PPE_SCHEDULE,PPE_CIP_ROLLFORWARD,BS_PPE;BS_CIP;PPE_DEPRECIATION,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,MATERIAL,PASS
PPE_DEPRECIATION,RMB_MILLION,PPE_SCHEDULE,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
SEGMENT_REVENUE_BUILDING_TECH,RMB_MILLION,REVENUE_BUILD,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
SEGMENT_REVENUE_ELIMINATIONS,RMB_MILLION,REVENUE_BUILD,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
SEGMENT_REVENUE_INDUSTRIAL_TECH,RMB_MILLION,REVENUE_BUILD,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
SEGMENT_REVENUE_OTHER,RMB_MILLION,REVENUE_BUILD,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
SEGMENT_REVENUE_SMART_HOME,RMB_MILLION,REVENUE_BUILD,GOVERNED_DIRECT_OR_RATIO_DRIVER,,CURRENT_YEAR_WITH_PRIOR_YEAR_WHERE_ROLLFORWARD,H3B_ATTEMPT005_OR_CERTIFIED_UPSTREAM,GOVERNED,PASS
